Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,7.622499942779541,7.699643135070801,7.466071128845215,7.520713806152344,6.351056098937988,2124925600
2010-01-08,7.510714054107666,7.607142925262451,7.289286136627197,7.479642868041992,6.316373825073242,2543086000
2010-01-15,7.533214092254639,7.698214054107666,7.352499961853027,7.431070804595947,6.275355815887451,2544382400
2010-01-22,7.385000228881836,7.632500171661377,7.041429042816162,7.117499828338623,6.010552406311035,6710648000
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,6.85892915725708,5.792194843292236,4067151200
2010-02-05,6.879642963409424,7.1339287757873535,6.816071033477783,7.0953569412231445,5.991854667663574,2882171600
2010-02-12,7.075356960296631,7.296785831451416,6.982142925262451,7.247499942779541,6.120334625244141,2058428400
2010-02-19,7.209286212921143,7.257143020629883,6.989643096923828,7.214285850524902,6.09228515625,2506820400
2010-02-26,7.2278571128845215,7.5328569412231445,7.214285850524902,7.525356769561768,6.354976654052734,2362194800
2010-03-05,7.67642879486084,8.053570747375488,7.6653571128845215,8.053570747375488,6.801041126251221,3251687600
2010-03-12,8.120356559753418,8.133213996887207,7.8660712242126465,8.023214340209961,6.775408744812012,2149800800
2010-03-19,8.028214454650879,8.248929023742676,7.862500190734863,8.094642639160156,6.835725784301758,2758361200
2010-03-26,8.176786422729492,8.526070594787598,8.162500381469727,8.427499771118164,7.11681604385376,2742734400
2010-04-02,8.392143249511719,8.640000343322754,8.384642601013184,8.569643020629883,7.236854076385498,2333016000
2010-04-09,8.6225004196167,8.893928527832031,8.587857246398926,8.890000343322754,7.507386684417725,1754281200
2010-04-16,8.8774995803833,9.526785850524902,8.634642601013184,9.516785621643066,8.036689758300781,3831612400
2010-04-23,9.571070671081543,9.730713844299316,9.157500267028809,9.59428596496582,8.102140426635742,3302611200
2010-04-30,9.618213653564453,9.663213729858398,7.1160712242126465,8.79464340209961,7.426858425140381,3889589200
2010-05-07,8.70392894744873,9.464285850524902,8.043213844299316,9.227143287658691,7.792092323303223,4763323600
2010-05-14,9.1128568649292,9.233928680419922,8.436071395874023,8.491429328918457,7.170803546905518,4613518000
2010-05-21,8.3149995803833,9.067500114440918,8.262499809265137,9.048213958740234,7.640991687774658,4543072800
2010-05-28,9.26392936706543,9.497857093811035,9.048213958740234,9.397143363952637,7.9356536865234375,3030742400
2010-06-04,9.221785545349121,9.353570938110352,8.649999618530273,8.946785926818848,7.5553412437438965,4277002800
2010-06-11,8.865357398986816,9.746429443359375,8.834643363952637,9.709643363952637,8.199553489685059,3390326800
2010-06-18,9.723214149475098,9.964642524719238,9.567856788635254,9.60714340209961,8.112995147705078,3761108400
2010-06-25,9.645000457763672,9.65250015258789,8.686429023742676,8.874285697937012,7.49411678314209,4030583200
2010-07-02,8.946070671081543,9.389286041259766,8.685713768005371,9.217499732971191,7.783947467803955,2701778800
2010-07-09,9.174642562866211,9.351785659790039,8.801071166992188,8.98035717010498,7.583688259124756,3824038400
2010-07-16,9.042142868041992,9.469642639160156,8.557143211364746,9.250714302062988,7.811997890472412,4970277200
2010-07-23,9.181785583496094,9.499643325805664,9.146429061889648,9.21821403503418,7.784552574157715,2702504000
2010-07-30,9.13892936706543,9.438570976257324,9.103570938110352,9.346428871154785,7.892826557159424,2003391600
2010-08-06,9.277856826782227,9.362500190734863,8.789999961853027,8.992500305175781,7.593945503234863,2354920400
2010-08-13,8.987500190734863,9.095356941223145,8.807856559753418,8.924285888671875,7.536337375640869,1862341600
2010-08-20,8.90678596496582,9.068571090698242,8.471428871154785,8.581428527832031,7.246805667877197,2464210000
2010-08-27,8.633929252624512,9.006071090698242,8.412857055664062,9.006071090698242,7.60540246963501,2464932400
2010-09-03,9.110357284545898,9.518570899963379,9.089285850524902,9.395357131958008,7.934145927429199,1828472800
2010-09-10,9.399642944335938,9.881071090698242,9.335714340209961,9.8774995803833,8.341302871704102,2265944800
2010-09-17,9.917499542236328,10.455714225769043,9.774286270141602,10.318571090698242,8.713777542114258,3332635600
2010-09-24,10.432143211364746,10.526070594787598,9.821429252624512,10.133929252624512,8.557853698730469,3310400800
2010-10-01,10.219642639160156,10.428214073181152,9.920356750488281,10.329285621643066,8.722826957702637,2464680400
2010-10-08,10.418213844299316,10.802499771118164,10.35714340209961,10.796786308288574,9.117620468139648,2710089200
2010-10-15,10.979999542236328,11.39285659790039,10.71500015258789,11.054286003112793,9.33507251739502,4521073200
2010-10-22,11.038213729858398,11.128570556640625,10.746429443359375,10.901429176330566,9.205988883972168,2108223600
2010-10-29,10.865357398986816,11.4350004196167,10.745356559753418,11.366786003112793,9.598967552185059,2439166800
2010-11-05,11.356785774230957,11.475000381469727,11.198213577270508,11.308929443359375,9.5501127243042,1772066800
2010-11-12,11.285714149475098,11.303570747375488,10.634285926818848,11.01535701751709,9.302196502685547,2831043600
2010-11-19,10.998929023742676,11.264286041259766,10.901429176330566,11.242856979370117,9.494312286376953,1711091200
2010-11-26,11.204999923706055,11.39285659790039,11.102499961853027,11.362500190734863,9.595348358154297,2109816800
2010-12-03,11.321785926818848,11.571070671081543,11.297857284545898,11.420000076293945,9.643909454345703,1798115200
2010-12-10,11.416070938110352,11.609286308288574,11.378570556640625,11.473214149475098,9.688847541809082,1792677600
2010-12-17,11.486785888671875,11.632857322692871,11.365357398986816,11.557143211364746,9.759720802307129,1517972400
2010-12-24,11.530357360839844,11.666428565979004,11.482856750488281,11.559286117553711,9.761530876159668,746373600
2010-12-31,11.533928871154785,11.973214149475098,11.475357055664062,11.918929100036621,10.065239906311035,1503675600
2011-01-07,11.928214073181152,12.380000114440918,11.853570938110352,12.34571361541748,10.425647735595703,1803970000
2011-01-14,12.353214263916016,12.449999809265137,11.64285659790039,11.881428718566895,10.033574104309082,4090240000
2011-01-21,11.920356750488281,12.342857360839844,11.665356636047363,12.257499694824219,10.351156234741211,2667854000
2011-01-28,12.291786193847656,12.344642639160156,11.911786079406738,12.265713691711426,10.358091354370117,2048690000
2011-02-04,12.272856712341309,12.85714340209961,12.268214225769043,12.662142753601074,10.692867279052734,2599198000
2011-02-11,12.66964340209961,13.032142639160156,12.626428604125977,12.796428680419922,10.806268692016602,1973904800
2011-02-18,12.811071395874023,12.839285850524902,12.061429023742676,12.24571418762207,10.341202735900879,2860368000
2011-02-25,12.330714225769043,12.849642753601074,12.314286231994629,12.841428756713867,10.844270706176758,2342608800
2011-03-04,12.85964298248291,12.916786193847656,12.317856788635254,12.381071090698242,10.455509185791016,2316552000
2011-03-11,12.333213806152344,12.731429100036621,11.652142524719238,11.95142936706543,10.09268856048584,3449552400
2011-03-18,12.040356636047363,12.35714340209961,11.785714149475098,12.320357322692871,10.404239654541016,2266247200
2011-03-25,12.431071281433105,12.65428638458252,12.359286308288574,12.446785926818848,10.511003494262695,1714591200
2011-04-01,12.539643287658691,12.556785583496094,12.0,12.074286460876465,10.196435928344727,2137464000
2011-04-08,12.140000343322754,12.148214340209961,11.786429405212402,11.872142791748047,10.025732040405273,1850142000
2011-04-15,11.903571128845215,12.68321418762207,11.434286117553711,12.524999618530273,10.57705020904541,2937359600
2011-04-22,12.5121431350708,12.678214073181152,12.34000015258789,12.383929252624512,10.45792293548584,1322518400
2011-04-29,12.385000228881836,12.641071319580078,12.339285850524902,12.383929252624512,10.45792293548584,2487626400
2011-05-06,12.48892879486084,12.5,12.223929405212402,12.3774995803833,10.452494621276855,1424973200
2011-05-13,12.345000267028809,12.366070747375488,11.811785697937012,12.161786079406738,10.270329475402832,1824172000
2011-05-20,12.127142906188965,12.176786422729492,11.765000343322754,11.964285850524902,10.103545188903809,1560280400
2011-05-27,11.95714282989502,12.576070785522461,11.939642906188965,12.360713958740234,10.438315391540527,1514819600
2011-06-03,12.256428718566895,12.39464282989502,11.808929443359375,11.838929176330566,9.997682571411133,1913788800
2011-06-10,11.805356979370117,11.901785850524902,11.368928909301758,11.6128568649292,9.806770324707031,2007784800
2011-06-17,11.749643325805664,11.846071243286133,11.089285850524902,11.829643249511719,9.989839553833008,2699390400
2011-06-24,11.834643363952637,12.024999618530273,11.610357284545898,11.988213539123535,10.123749732971191,1749420400
2011-07-01,11.998213768005371,12.785714149475098,11.935713768005371,12.757143020629883,10.773093223571777,1634656800
2011-07-08,12.619285583496094,12.914643287658691,12.450714111328125,12.77750015258789,10.790285110473633,2206089200
2011-07-15,12.89892864227295,14.15250015258789,12.827500343322754,13.831786155700684,11.680603981018066,3344140800
2011-07-22,13.868571281433105,14.446429252624512,13.848214149475098,13.993571281433105,11.817220687866211,2836475600
2011-07-29,13.84428596496582,14.26785659790039,13.476785659790039,13.477499961853027,11.381415367126465,3488875600
2011-08-05,13.587142944335938,13.696429252624512,12.607856750488281,13.346428871154785,11.270730972290039,5051634000
2011-08-12,13.5024995803833,13.748929023742676,12.906070709228516,13.073213577270508,11.04000473022461,2781766400
2011-08-19,12.934642791748047,13.534285545349121,12.681785583496094,13.347143173217773,11.271331787109375,3465652400
2011-08-26,13.256071090698242,14.002857208251953,13.242856979370117,13.608214378356934,11.491798400878906,2330980400
2011-09-02,13.383570671081543,13.878929138183594,13.088570594787598,13.71928596496582,11.585596084594727,1715372400
2011-09-09,13.711786270141602,14.059286117553711,13.282142639160156,14.034285545349121,11.851607322692871,2425749200
